date,state,district,pincode,age_0_5,age_5_17,age_17_plus
2025-09-01,Bihar,Banka,813207.0,3.0,2.0,0.0
2025-09-01,Bihar,Begusarai,848201.0,7.0,8.0,0.0
2025-09-01,Bihar,Begusarai,851112.0,16.0,11.0,0.0
2025-09-01,Bihar,Begusarai,851118.0,2.0,4.0,0.0
2025-09-01,Bihar,Begusarai,851119.0,0.0,2.0,0.0
2025-09-01,Bihar,Begusarai,851128.0,6.0,6.0,0.0
2025-09-01,Bihar,Begusarai,851131.0,8.0,7.0,0.0
2025-09-01,Bihar,Begusarai,851132.0,3.0,1.0,0.0
2025-09-01,Bihar,Begusarai,851134.0,1.0,2.0,0.0
2025-09-01,Bihar,Begusarai,851135.0,3.0,1.0,0.0
2025-09-01,Bihar,Bhagalpur,812006.0,5.0,4.0,0.0
2025-09-01,Bihar,Bhagalpur,813205.0,4.0,4.0,0.0
2025-09-01,Bihar,Bhagalpur,813222.0,5.0,9.0,0.0
2025-09-01,Bihar,Bhojpur,802112.0,1.0,1.0,0.0
2025-09-01,Bihar,Bhojpur,802158.0,2.0,15.0,0.0
2025-09-01,Bihar,Bhojpur,802165.0,5.0,2.0,0.0
2025-09-01,Bihar,Bhojpur,802203.0,2.0,9.0,0.0
2025-09-01,Bihar,Bhojpur,802205.0,1.0,1.0,0.0
2025-09-01,Bihar,Bhojpur,802311.0,0.0,3.0,0.0
2025-09-01,Bihar,Bhojpur,802312.0,1.0,4.0,0.0
2025-09-01,Bihar,Bhojpur,802351.0,1.0,3.0,0.0
2025-09-01,Bihar,Buxar,802102.0,2.0,4.0,0.0
2025-09-01,Bihar,Buxar,802111.0,1.0,3.0,0.0
2025-09-01,Bihar,Buxar,802128.0,2.0,3.0,0.0
2025-09-01,Bihar,Darbhanga,846004.0,9.0,5.0,0.0
2025-09-01,Bihar,Darbhanga,847121.0,0.0,1.0,0.0
2025-09-01,Bihar,Darbhanga,847302.0,4.0,3.0,0.0
2025-09-01,Bihar,Darbhanga,847307.0,6.0,5.0,0.0
2025-09-01,Bihar,Darbhanga,847423.0,3.0,1.0,0.0
2025-09-01,Bihar,Purbi Champaran,845302.0,6.0,13.0,0.0
2025-09-01,Bihar,Purbi Champaran,845412.0,5.0,1.0,0.0
2025-09-01,Bihar,Purbi Champaran,845413.0,3.0,2.0,0.0
2025-09-01,Bihar,Purbi Champaran,845417.0,1.0,5.0,0.0
2025-09-01,Bihar,Purbi Champaran,845420.0,3.0,2.0,0.0
2025-09-01,Bihar,Purbi Champaran,845426.0,4.0,10.0,0.0
2025-09-01,Bihar,Purbi Champaran,845434.0,2.0,2.0,0.0
2025-09-01,Bihar,Purbi Champaran,845437.0,7.0,22.0,0.0
2025-09-01,Bihar,Purbi Champaran,845457.0,3.0,8.0,0.0
2025-09-01,Bihar,Gaya,805131.0,1.0,10.0,0.0
2025-09-01,Bihar,Gaya,823311.0,1.0,16.0,0.0
2025-09-01,Bihar,Gaya,824211.0,4.0,18.0,0.0
2025-09-01,Bihar,Gopalganj,841427.0,2.0,0.0,0.0
2025-09-01,Bihar,Jamui,811308.0,12.0,2.0,0.0
2025-09-01,Bihar,Jehanabad,804408.0,2.0,6.0,0.0
2025-09-01,Bihar,Jehanabad,804427.0,1.0,7.0,0.0
2025-09-01,Bihar,Jehanabad,804429.0,2.0,2.0,0.0
2025-09-01,Bihar,Jehanabad,804454.0,0.0,2.0,0.0
2025-09-01,Bihar,Kaimur (Bhabua),802132.0,1.0,3.0,0.0
2025-09-01,Bihar,Katihar,854101.0,5.0,10.0,0.0
2025-09-01,Bihar,Katihar,854108.0,5.0,3.0,0.0
2025-09-01,Bihar,Katihar,854109.0,1.0,0.0,0.0
2025-09-01,Bihar,Katihar,854113.0,16.0,5.0,0.0
2025-09-01,Bihar,Katihar,854114.0,5.0,9.0,0.0
2025-09-01,Bihar,Katihar,854317.0,42.0,8.0,0.0
2025-09-01,Bihar,Khagaria,851205.0,5.0,12.0,0.0
2025-09-01,Bihar,Khagaria,851214.0,8.0,6.0,0.0
2025-09-01,Bihar,Khagaria,851215.0,1.0,4.0,0.0
2025-09-01,Bihar,Kishanganj,854333.0,1.0,0.0,0.0
2025-09-01,Bihar,Kishanganj,855116.0,2.0,4.0,0.0
2025-09-01,Bihar,Lakhisarai,811107.0,2.0,2.0,0.0
2025-09-01,Bihar,Lakhisarai,811315.0,6.0,5.0,0.0
2025-09-01,Bihar,Madhepura,852112.0,7.0,7.0,0.0
2025-09-01,Bihar,Madhepura,852113.0,5.0,2.0,0.0
2025-09-01,Bihar,Madhepura,852114.0,4.0,2.0,0.0
2025-09-01,Bihar,Madhepura,852115.0,5.0,3.0,0.0
2025-09-01,Bihar,Madhepura,852210.0,9.0,17.0,0.0
2025-09-01,Bihar,Madhepura,852213.0,9.0,8.0,0.0
2025-09-01,Bihar,Madhepura,852220.0,6.0,7.0,0.0
2025-09-01,Bihar,Madhepura,853204.0,3.0,2.0,0.0
2025-09-01,Bihar,Madhubani,843319.0,0.0,1.0,0.0
2025-09-01,Bihar,Madhubani,847226.0,15.0,11.0,1.0
2025-09-01,Bihar,Madhubani,847228.0,4.0,1.0,0.0
2025-09-01,Bihar,Madhubani,847230.0,6.0,1.0,0.0
2025-09-01,Bihar,Madhubani,847232.0,3.0,6.0,0.0
2025-09-01,Bihar,Madhubani,847235.0,10.0,7.0,0.0
2025-09-01,Bihar,Madhubani,847305.0,2.0,0.0,0.0
2025-09-01,Bihar,Madhubani,847408.0,12.0,9.0,0.0
2025-09-01,Bihar,Madhubani,847409.0,7.0,8.0,1.0
2025-09-01,Bihar,Munger,811212.0,0.0,1.0,0.0
2025-09-01,Bihar,Munger,811214.0,1.0,6.0,0.0
2025-09-01,Bihar,Munger,813213.0,0.0,1.0,0.0
2025-09-01,Bihar,Munger,813321.0,2.0,15.0,0.0
2025-09-01,Bihar,Muzaffarpur,842002.0,8.0,8.0,0.0
2025-09-01,Bihar,Muzaffarpur,843103.0,5.0,6.0,0.0
2025-09-01,Bihar,Muzaffarpur,843117.0,0.0,2.0,0.0
2025-09-01,Bihar,Muzaffarpur,843125.0,6.0,6.0,0.0
2025-09-01,Bihar,Muzaffarpur,843165.0,0.0,4.0,0.0
2025-09-01,Bihar,Muzaffarpur,843321.0,4.0,6.0,0.0
2025-09-01,Bihar,Muzaffarpur,844127.0,6.0,8.0,0.0
2025-09-01,Bihar,Nalanda,801305.0,1.0,1.0,0.0
2025-09-01,Bihar,Nalanda,803115.0,1.0,9.0,0.0
2025-09-01,Bihar,Nalanda,803202.0,0.0,1.0,0.0
2025-09-01,Bihar,Nalanda,803204.0,0.0,3.0,0.0
2025-09-01,Bihar,Nawada,805112.0,2.0,14.0,0.0
2025-09-01,Bihar,Nawada,805121.0,0.0,7.0,1.0
2025-09-01,Bihar,Nawada,805128.0,0.0,1.0,0.0
2025-09-01,Bihar,Nawada,805133.0,0.0,1.0,0.0
2025-09-01,Bihar,Patna,800007.0,3.0,14.0,0.0
2025-09-01,Bihar,Patna,800014.0,0.0,1.0,0.0
2025-09-01,Bihar,Patna,800020.0,0.0,5.0,0.0
2025-09-01,Bihar,Patna,801103.0,2.0,11.0,0.0
2025-09-01,Bihar,Patna,801113.0,1.0,10.0,0.0
2025-09-01,Bihar,Patna,803201.0,3.0,12.0,0.0
2025-09-01,Bihar,Patna,803214.0,5.0,9.0,0.0
2025-09-01,Bihar,Patna,803301.0,0.0,2.0,0.0
2025-09-01,Bihar,Patna,804454.0,1.0,4.0,0.0
2025-09-01,Bihar,Patna,811104.0,0.0,1.0,0.0
2025-09-01,Bihar,Purbi Champaran,845303.0,0.0,1.0,0.0
2025-09-01,Bihar,Purbi Champaran,845431.0,0.0,1.0,0.0
2025-09-01,Bihar,Purnia,854337.0,3.0,3.0,0.0
2025-09-01,Bihar,Purnia,854101.0,0.0,4.0,0.0
2025-09-01,Bihar,Purnia,854102.0,10.0,14.0,0.0
2025-09-01,Bihar,Purnia,854201.0,2.0,3.0,0.0
2025-09-01,Bihar,Purnia,854326.0,4.0,4.0,0.0
2025-09-01,Bihar,Purnia,854330.0,16.0,9.0,0.0
2025-09-01,Bihar,Rohtas,802212.0,1.0,10.0,0.0
2025-09-01,Bihar,Rohtas,802214.0,3.0,1.0,0.0
2025-09-01,Bihar,Rohtas,821104.0,2.0,3.0,0.0
2025-09-01,Bihar,Rohtas,821308.0,1.0,1.0,0.0
2025-09-01,Bihar,Rohtas,821309.0,0.0,1.0,0.0
2025-09-01,Bihar,Saharsa,852121.0,1.0,1.0,0.0
2025-09-01,Bihar,Saharsa,852126.0,9.0,9.0,0.0
2025-09-01,Bihar,Saharsa,852127.0,11.0,12.0,2.0
2025-09-01,Bihar,Saharsa,852210.0,1.0,0.0,0.0
2025-09-01,Bihar,Samastipur,848102.0,0.0,1.0,0.0
2025-09-01,Bihar,Samastipur,848113.0,1.0,0.0,0.0
2025-09-01,Bihar,Samastipur,848115.0,0.0,2.0,0.0
2025-09-01,Bihar,Samastipur,848125.0,2.0,2.0,0.0
2025-09-01,Bihar,Samastipur,848160.0,1.0,1.0,0.0
2025-09-01,Bihar,Samastipur,848205.0,8.0,2.0,0.0
2025-09-01,Bihar,Saran,841213.0,0.0,2.0,0.0
2025-09-01,Bihar,Saran,841220.0,4.0,6.0,0.0
2025-09-01,Bihar,Saran,841401.0,0.0,2.0,0.0
2025-09-01,Bihar,Saran,841403.0,2.0,15.0,0.0
2025-09-01,Bihar,Saran,841412.0,1.0,3.0,1.0
2025-09-01,Bihar,Saran,841415.0,3.0,2.0,0.0
2025-09-01,Bihar,Saran,841419.0,3.0,2.0,0.0
2025-09-01,Bihar,Saran,841421.0,1.0,4.0,1.0
2025-09-01,Bihar,Sheikhpura,811315.0,1.0,0.0,0.0
2025-09-01,Bihar,Sheohar,843316.0,3.0,1.0,0.0
2025-09-01,Bihar,Sheohar,843325.0,1.0,0.0,0.0
2025-09-01,Bihar,Sitamarhi,843301.0,1.0,2.0,0.0
2025-09-01,Bihar,Sitamarhi,843311.0,6.0,2.0,0.0
2025-09-01,Bihar,Sitamarhi,843313.0,5.0,7.0,0.0
2025-09-01,Bihar,Sitamarhi,843314.0,13.0,8.0,0.0
2025-09-01,Bihar,Sitamarhi,843320.0,4.0,2.0,0.0
2025-09-01,Bihar,Sitamarhi,843325.0,4.0,7.0,0.0
2025-09-01,Bihar,Siwan,841226.0,7.0,21.0,0.0
2025-09-01,Bihar,Siwan,841236.0,4.0,6.0,0.0
2025-09-01,Bihar,Siwan,841238.0,9.0,13.0,0.0
2025-09-01,Bihar,Siwan,841242.0,2.0,0.0,0.0
2025-09-01,Bihar,Siwan,841244.0,1.0,1.0,0.0
2025-09-01,Bihar,Siwan,841245.0,2.0,6.0,0.0
2025-09-01,Bihar,Siwan,841406.0,6.0,7.0,0.0
2025-09-01,Bihar,Siwan,841417.0,0.0,1.0,0.0
2025-09-01,Bihar,Siwan,841435.0,3.0,4.0,0.0
2025-09-01,Bihar,Siwan,841506.0,4.0,4.0,0.0
2025-09-01,Bihar,Supaul,852138.0,2.0,3.0,0.0
2025-09-01,Bihar,Supaul,852139.0,6.0,6.0,1.0
2025-09-01,Bihar,Supaul,852214.0,4.0,3.0,0.0
2025-09-01,Bihar,Supaul,854340.0,2.0,5.0,0.0
2025-09-01,Bihar,Vaishali,844123.0,1.0,3.0,0.0
2025-09-01,Bihar,Vaishali,844506.0,11.0,6.0,0.0
2025-09-01,Bihar,Vaishali,844507.0,1.0,2.0,0.0
2025-09-01,Bihar,Pashchim Champaran,845306.0,1.0,9.0,0.0
2025-09-01,Bihar,Pashchim Champaran,845449.0,6.0,15.0,0.0
2025-09-01,Bihar,Pashchim Champaran,845459.0,5.0,4.0,0.0
2025-09-01,Chandigarh,Chandigarh,160025.0,1.0,0.0,0.0
2025-09-01,Chandigarh,Chandigarh,160101.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Balod,491225.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Balod,491227.0,2.0,0.0,1.0
2025-09-01,Chhattisgarh,Balod,491661.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Balodabazar-Bhatapara,493113.0,4.0,0.0,0.0
2025-09-01,Chhattisgarh,Balodabazar-Bhatapara,493195.0,1.0,1.0,0.0
2025-09-01,Chhattisgarh,Balodabazar-Bhatapara,493196.0,4.0,0.0,0.0
2025-09-01,Chhattisgarh,Balodabazar-Bhatapara,493344.0,2.0,0.0,0.0
2025-09-01,Chhattisgarh,Balrampur-Ramanujganj,497119.0,5.0,1.0,0.0
2025-09-01,Chhattisgarh,Bastar,494115.0,0.0,1.0,0.0
2025-09-01,Chhattisgarh,Bastar,494221.0,6.0,2.0,0.0
2025-09-01,Chhattisgarh,Bemetara,491332.0,1.0,1.0,0.0
2025-09-01,Chhattisgarh,Bemetara,491993.0,5.0,0.0,0.0
2025-09-01,Chhattisgarh,Bijapur,494447.0,3.0,1.0,1.0
2025-09-01,Chhattisgarh,Bilaspur,495113.0,7.0,0.0,0.0
2025-09-01,Chhattisgarh,Bilaspur,495224.0,8.0,3.0,0.0
2025-09-01,Chhattisgarh,Bilaspur,495449.0,3.0,1.0,0.0
2025-09-01,Chhattisgarh,Dhamtari,493663.0,3.0,0.0,0.0
2025-09-01,Chhattisgarh,Dhamtari,493776.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Durg,490001.0,4.0,0.0,0.0
2025-09-01,Chhattisgarh,Durg,490020.0,2.0,0.0,0.0
2025-09-01,Chhattisgarh,Gariyaband,492109.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Gariyaband,493885.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Gariyaband,493890.0,5.0,3.0,0.0
2025-09-01,Chhattisgarh,Gariyaband,493992.0,3.0,0.0,0.0
2025-09-01,Chhattisgarh,Gaurela-Pendra-Marwahi,495117.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Janjgir-Champa,495553.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Janjgir-Champa,495556.0,6.0,1.0,0.0
2025-09-01,Chhattisgarh,Janjgir-Champa,495663.0,2.0,0.0,0.0
2025-09-01,Chhattisgarh,Janjgir-Champa,495668.0,7.0,2.0,0.0
2025-09-01,Chhattisgarh,Janjgir-Champa,495688.0,2.0,0.0,0.0
2025-09-01,Chhattisgarh,Janjgir-Champa,495690.0,6.0,3.0,0.0
2025-09-01,Chhattisgarh,Janjgir-Champa,495691.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Kabeerdham,491336.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Uttar Bastar Kanker,494776.0,2.0,0.0,0.0
2025-09-01,Chhattisgarh,Kabeerdham,491888.0,2.0,1.0,0.0
2025-09-01,Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,491885.0,0.0,2.0,0.0
2025-09-01,Chhattisgarh,Korba,495445.0,12.0,1.0,0.0
2025-09-01,Chhattisgarh,Korea,497335.0,2.0,1.0,0.0
2025-09-01,Chhattisgarh,Mahasamund,493449.0,18.0,0.0,0.0
2025-09-01,Chhattisgarh,Mahasamund,493554.0,4.0,2.0,0.0
2025-09-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491229.0,0.0,1.0,0.0
2025-09-01,Chhattisgarh,Mungeli,495335.0,5.0,3.0,0.0
2025-09-01,Chhattisgarh,Narayanpur,494661.0,7.0,8.0,0.0
2025-09-01,Chhattisgarh,Raigarh,496107.0,4.0,1.0,0.0
2025-09-01,Chhattisgarh,Raigarh,496111.0,3.0,2.0,0.0
2025-09-01,Chhattisgarh,Raigarh,496445.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Raipur,492014.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Raipur,492099.0,2.0,1.0,0.0
2025-09-01,Chhattisgarh,Raipur,493114.0,2.0,2.0,0.0
2025-09-01,Chhattisgarh,Raipur,493116.0,1.0,0.0,0.0
2025-09-01,Chhattisgarh,Raipur,493221.0,11.0,0.0,0.0
2025-09-01,Chhattisgarh,Rajnandgaon,491441.0,6.0,1.0,0.0
2025-09-01,Chhattisgarh,Rajnandgaon,491444.0,4.0,0.0,0.0
2025-09-01,Chhattisgarh,Rajnandgaon,491881.0,13.0,1.0,0.0
2025-09-01,Chhattisgarh,Sakti,495691.0,2.0,0.0,0.0
2025-09-01,Chhattisgarh,Surajpur,497223.0,5.0,2.0,0.0
2025-09-01,Chhattisgarh,Surguja,497101.0,8.0,0.0,0.0
2025-09-01,Chhattisgarh,Surguja,497116.0,15.0,0.0,0.0
2025-09-01,Delhi,Central Delhi,110001.0,0.0,1.0,0.0
2025-09-01,Delhi,Central Delhi,110060.0,4.0,0.0,0.0
2025-09-01,Delhi,East Delhi,110096.0,5.0,2.0,0.0
2025-09-01,Delhi,New Delhi,110021.0,0.0,1.0,0.0
2025-09-01,Delhi,North East Delhi,110032.0,5.0,2.0,0.0
2025-09-01,Delhi,North West Delhi,110034.0,2.0,1.0,0.0
2025-09-01,Delhi,North West Delhi,110039.0,1.0,0.0,0.0
2025-09-01,Delhi,North West Delhi,110042.0,15.0,7.0,0.0
2025-09-01,Delhi,North West Delhi,110083.0,8.0,2.0,0.0
2025-09-01,Delhi,North West Delhi,110086.0,32.0,11.0,0.0
2025-09-01,Delhi,Shahdara,110032.0,3.0,3.0,0.0
2025-09-01,Delhi,Shahdara,110095.0,3.0,0.0,0.0
2025-09-01,Delhi,South Delhi,110017.0,4.0,0.0,0.0
2025-09-01,Delhi,South Delhi,110019.0,6.0,3.0,1.0
2025-09-01,Delhi,South Delhi,110044.0,18.0,11.0,0.0
2025-09-01,Delhi,South Delhi,110049.0,14.0,0.0,0.0
2025-09-01,Delhi,South West Delhi,110021.0,0.0,1.0,0.0
2025-09-01,Delhi,South West Delhi,110028.0,0.0,1.0,0.0
2025-09-01,Delhi,South West Delhi,110045.0,16.0,4.0,0.0
2025-09-01,Delhi,South West Delhi,110057.0,0.0,2.0,0.0
2025-09-01,Delhi,West Delhi,110026.0,0.0,1.0,0.0
2025-09-01,Delhi,West Delhi,110043.0,0.0,1.0,0.0
2025-09-01,Delhi,West Delhi,110063.0,6.0,1.0,0.0
2025-09-01,Delhi,West Delhi,110087.0,2.0,3.0,0.0
2025-09-01,Goa,North Goa,403002.0,0.0,1.0,0.0
2025-09-01,Goa,North Goa,403503.0,0.0,1.0,1.0
2025-09-01,Goa,North Goa,403521.0,1.0,0.0,0.0
2025-09-01,Goa,South Goa,403718.0,0.0,1.0,0.0
2025-09-01,Gujarat,Ahmedabad,380007.0,2.0,0.0,0.0
2025-09-01,Gujarat,Ahmedabad,380026.0,2.0,0.0,0.0
2025-09-01,Gujarat,Ahmedabad,382415.0,1.0,0.0,0.0
2025-09-01,Gujarat,Ahmedabad,380004.0,3.0,0.0,0.0
2025-09-01,Gujarat,Ahmedabad,380021.0,0.0,1.0,0.0
2025-09-01,Gujarat,Ahmedabad,380051.0,7.0,1.0,0.0
2025-09-01,Gujarat,Ahmedabad,382110.0,7.0,3.0,0.0
2025-09-01,Gujarat,Ahmedabad,382210.0,18.0,3.0,0.0
2025-09-01,Gujarat,Ahmedabad,382220.0,13.0,3.0,0.0
2025-09-01,Gujarat,Ahmedabad,382230.0,0.0,2.0,0.0
2025-09-01,Gujarat,Ahmedabad,382250.0,2.0,0.0,0.0
2025-09-01,Gujarat,Amreli,365565.0,1.0,2.0,1.0
2025-09-01,Gujarat,Amreli,365601.0,4.0,0.0,0.0
2025-09-01,Gujarat,Amreli,365630.0,1.0,0.0,0.0
2025-09-01,Gujarat,Amreli,365650.0,0.0,1.0,0.0
2025-09-01,Gujarat,Anand,388130.0,1.0,1.0,0.0
2025-09-01,Gujarat,Anand,388170.0,2.0,0.0,0.0
2025-09-01,Gujarat,Anand,388220.0,2.0,0.0,0.0
2025-09-01,Gujarat,Anand,388306.0,1.0,0.0,0.0
2025-09-01,Gujarat,Anand,388307.0,1.0,0.0,1.0
2025-09-01,Gujarat,Anand,388340.0,0.0,0.0,1.0
2025-09-01,Gujarat,Anand,388520.0,3.0,0.0,0.0
2025-09-01,Gujarat,Anand,388560.0,0.0,0.0,1.0
2025-09-01,Gujarat,Anand,388580.0,20.0,0.0,0.0
2025-09-01,Gujarat,Anand,388610.0,1.0,0.0,0.0
2025-09-01,Gujarat,Anand,388620.0,6.0,1.0,0.0
2025-09-01,Gujarat,Arvalli,383325.0,10.0,1.0,0.0
2025-09-01,Gujarat,Banas Kantha,385001.0,1.0,0.0,0.0
2025-09-01,Gujarat,Banas Kantha,385001.0,19.0,8.0,0.0
2025-09-01,Gujarat,Banas Kantha,385120.0,24.0,8.0,0.0
2025-09-01,Gujarat,Banas Kantha,385310.0,14.0,15.0,0.0
2025-09-01,Gujarat,Banas Kantha,385530.0,1.0,5.0,0.0
2025-09-01,Gujarat,Bharuch,392040.0,7.0,0.0,0.0
2025-09-01,Gujarat,Bharuch,392150.0,1.0,0.0,1.0
2025-09-01,Gujarat,Bharuch,392165.0,1.0,0.0,0.0
2025-09-01,Gujarat,Bharuch,392170.0,6.0,0.0,0.0
2025-09-01,Gujarat,Bharuch,392210.0,3.0,0.0,0.0
2025-09-01,Gujarat,Bharuch,393020.0,1.0,0.0,0.0
2025-09-01,Gujarat,Bhavnagar,364002.0,6.0,3.0,0.0
2025-09-01,Gujarat,Bhavnagar,364060.0,6.0,1.0,0.0
2025-09-01,Gujarat,Bhavnagar,364210.0,3.0,2.0,0.0
2025-09-01,Gujarat,Bhavnagar,364230.0,2.0,0.0,1.0
2025-09-01,Gujarat,Bhavnagar,364320.0,3.0,1.0,0.0
2025-09-01,Gujarat,Bhavnagar,364510.0,2.0,1.0,0.0
2025-09-01,Gujarat,Bhavnagar,364525.0,3.0,2.0,0.0
2025-09-01,Gujarat,Bhavnagar,364750.0,2.0,0.0,0.0
2025-09-01,Gujarat,Botad,364710.0,4.0,2.0,1.0
2025-09-01,Gujarat,Botad,364730.0,1.0,0.0,0.0
2025-09-01,Gujarat,Botad,382245.0,2.0,1.0,0.0
2025-09-01,Gujarat,Botad,382255.0,1.0,0.0,0.0
2025-09-01,Gujarat,Chhotaudepur,391145.0,2.0,0.0,0.0
2025-09-01,Gujarat,Dahod,389151.0,20.0,12.0,0.0
2025-09-01,Gujarat,Dahod,389172.0,17.0,4.0,0.0
2025-09-01,Gujarat,Dahod,389190.0,5.0,8.0,0.0
2025-09-01,Gujarat,Dahod,389380.0,9.0,5.0,0.0
2025-09-01,Gujarat,Devbhumi Dwarka,361010.0,1.0,0.0,0.0
2025-09-01,Gujarat,Dahod,389140.0,2.0,0.0,0.0
2025-09-01,Gujarat,Dahod,389155.0,0.0,3.0,0.0
2025-09-01,Gujarat,Dahod,389180.0,1.0,2.0,0.0
2025-09-01,Gujarat,Gandhinagar,382640.0,1.0,0.0,0.0
2025-09-01,Gujarat,Gandhinagar,382735.0,5.0,1.0,0.0
2025-09-01,Gujarat,Gir Somnath,362150.0,1.0,0.0,0.0
2025-09-01,Gujarat,Gir Somnath,362255.0,1.0,0.0,0.0
2025-09-01,Gujarat,Gir Somnath,362268.0,3.0,0.0,1.0
2025-09-01,Gujarat,Gir Somnath,362275.0,2.0,0.0,0.0
2025-09-01,Gujarat,Gir Somnath,362530.0,7.0,2.0,0.0
2025-09-01,Gujarat,Gir Somnath,362710.0,1.0,0.0,0.0
2025-09-01,Gujarat,Jamnagar,360480.0,0.0,1.0,0.0
2025-09-01,Gujarat,Jamnagar,360530.0,3.0,1.0,1.0
2025-09-01,Gujarat,Jamnagar,361002.0,1.0,1.0,0.0
2025-09-01,Gujarat,Jamnagar,361012.0,2.0,0.0,1.0
2025-09-01,Gujarat,Jamnagar,361120.0,1.0,0.0,0.0
2025-09-01,Gujarat,Jamnagar,361160.0,2.0,0.0,0.0
2025-09-01,Gujarat,Jamnagar,361170.0,2.0,0.0,0.0
2025-09-01,Gujarat,Jamnagar,361350.0,1.0,0.0,0.0
2025-09-01,Gujarat,Junagadh,362015.0,2.0,0.0,0.0
2025-09-01,Gujarat,Junagadh,362110.0,1.0,0.0,0.0
2025-09-01,Gujarat,Junagadh,362240.0,3.0,0.0,0.0
2025-09-01,Gujarat,Junagadh,362275.0,1.0,0.0,0.0
2025-09-01,Gujarat,Kachchh,370020.0,1.0,0.0,0.0
2025-09-01,Gujarat,Kachchh,370130.0,1.0,0.0,0.0
2025-09-01,Gujarat,Kachchh,370135.0,0.0,1.0,0.0
2025-09-01,Gujarat,Kachchh,370140.0,0.0,2.0,0.0
2025-09-01,Gujarat,Kachchh,370210.0,0.0,1.0,0.0
2025-09-01,Gujarat,Kachchh,370430.0,1.0,0.0,0.0
2025-09-01,Gujarat,Kachchh,370675.0,1.0,0.0,0.0
2025-09-01,Gujarat,Kheda,387130.0,9.0,2.0,0.0
2025-09-01,Gujarat,Kheda,387240.0,1.0,0.0,0.0
2025-09-01,Gujarat,Kheda,387340.0,1.0,0.0,0.0
2025-09-01,Gujarat,Kheda,387365.0,1.0,1.0,0.0
2025-09-01,Gujarat,Kheda,387380.0,1.0,0.0,0.0
2025-09-01,Gujarat,Kheda,387540.0,1.0,0.0,1.0
2025-09-01,Gujarat,Kheda,387630.0,4.0,2.0,0.0
2025-09-01,Gujarat,Kheda,387650.0,3.0,3.0,0.0
2025-09-01,Gujarat,Kheda,388255.0,0.0,1.0,0.0
2025-09-01,Gujarat,Mahesana,382710.0,1.0,0.0,1.0
2025-09-01,Gujarat,Mahesana,384130.0,1.0,0.0,0.0
2025-09-01,Gujarat,Mahesana,384355.0,7.0,1.0,1.0
2025-09-01,Gujarat,Mahesana,384421.0,0.0,1.0,1.0
2025-09-01,Gujarat,Mahisagar,388255.0,1.0,1.0,1.0
2025-09-01,Gujarat,Morbi,363351.0,1.0,2.0,0.0
2025-09-01,Gujarat,Morbi,363630.0,3.0,1.0,0.0
2025-09-01,Gujarat,Morbi,363642.0,3.0,0.0,0.0
2025-09-01,Gujarat,Morbi,363670.0,4.0,1.0,0.0
2025-09-01,Gujarat,Narmada,391120.0,4.0,0.0,0.0
2025-09-01,Gujarat,Narmada,393025.0,3.0,0.0,0.0
2025-09-01,Gujarat,Navsari,396040.0,2.0,0.0,0.0
2025-09-01,Gujarat,Navsari,396310.0,1.0,0.0,0.0
2025-09-01,Gujarat,Navsari,396409.0,1.0,0.0,0.0
2025-09-01,Gujarat,Navsari,396445.0,19.0,1.0,0.0
2025-09-01,Gujarat,Navsari,396466.0,1.0,0.0,0.0
2025-09-01,Gujarat,Navsari,396521.0,3.0,1.0,0.0
2025-09-01,Gujarat,Navsari,396540.0,6.0,0.0,0.0
2025-09-01,Gujarat,Panch Mahals,389330.0,1.0,0.0,0.0
2025-09-01,Gujarat,Panch Mahals,388270.0,1.0,0.0,0.0
2025-09-01,Gujarat,Panch Mahals,389001.0,6.0,1.0,0.0
2025-09-01,Gujarat,Panch Mahals,389210.0,4.0,3.0,0.0
2025-09-01,Gujarat,Panch Mahals,389380.0,2.0,0.0,0.0
2025-09-01,Gujarat,Patan,384130.0,1.0,0.0,0.0
2025-09-01,Gujarat,Patan,384220.0,1.0,0.0,0.0
2025-09-01,Gujarat,Patan,384230.0,1.0,1.0,0.0
2025-09-01,Gujarat,Patan,384275.0,4.0,0.0,1.0
2025-09-01,Gujarat,Patan,385340.0,16.0,3.0,0.0
2025-09-01,Gujarat,Porbandar,360570.0,2.0,1.0,0.0
2025-09-01,Gujarat,Porbandar,360576.0,2.0,0.0,0.0
2025-09-01,Gujarat,Porbandar,362650.0,3.0,0.0,0.0
2025-09-01,Gujarat,Rajkot,360007.0,7.0,0.0,0.0
2025-09-01,Gujarat,Rajkot,360050.0,3.0,0.0,1.0
